title	author	abs_finished	abs_started	issues	match	hardcover_title	status	media	hardcover_finished	book_id	edition_id	asin	isbn	candidates	review_decision	review_note	export_record_numbers
The Empress of Beasts	Pirateaba	2025-05-19	2025-05-19	no read audiobook in export; finish date missing/different	title/author	The Empress of Beasts	Read	Ebook		1494206	31525707	B0D7F6BZBC			original exact match retained		
Hearing Red	Nicole Maser	2025-05-19	2025-05-19	no read audiobook in export; finish date missing/different	title/author	Hearing Red	Read	Book	2025-01-10	1375141	31400189	B0DM9STYKM			original exact match retained		
Scorched Grace	Margot Douaihy	2025-05-19	2025-05-19	no read audiobook in export; finish date missing/different	title/author	Scorched Grace	Read	Book	2024-12-28	629297	30605528	B0BN6MJSC5			original exact match retained		
The Churn	James S. A. Corey	2025-05-19	2025-05-19	not marked read; no read audiobook in export; finish date missing/different	title/author	The Churn	Want to Read	Book		431008	30448347	B09JB2RSL3			original exact match retained		
The Churn	James S. A. Corey	2025-05-19	2025-05-19	not marked read; no read audiobook in export; finish date missing/different	title/author	The Churn	Want to Read	Book		431008	30448347	B09JB2RSL3			original exact match retained		
Leviathan Wakes	James S. A. Corey	2025-05-19	2025-05-19	no read audiobook in export; finish date missing/different	title/author	Leviathan Wakes	Read	Book		427621	30552943	B073H9PF2D			original exact match retained		
Leviathan Wakes	James S. A. Corey	2025-05-19	2025-05-19	no read audiobook in export; finish date missing/different	title/author	Leviathan Wakes	Read	Book		427621	30552943	B00P9XDQFY			original exact match retained		
Caliban's War	James S. A. Corey	2025-05-19	2025-05-19	no read audiobook in export; finish date missing/different	title/author	Caliban's War	Read	Book		434434	29504130	B075DK95GS			original exact match retained		
Caliban's War	James S. A. Corey	2025-05-19	2025-05-19	no read audiobook in export; finish date missing/different	title/author	Caliban's War	Read	Book		434434	29504130	B075DK95GS			original exact match retained		
Gods of Risk	James S. A. Corey	2025-05-19	2025-05-19	not marked read; no read audiobook in export; finish date missing/different	title/author	Gods of Risk	Want to Read	Audio		430926	8582300	B09JB97WRH			original exact match retained		
Gods of Risk	James S. A. Corey	2025-05-19	2025-05-19	not marked read; no read audiobook in export; finish date missing/different	title/author	Gods of Risk	Want to Read	Audio		430926	8582300	B09JB97WRH			original exact match retained		
Abaddon's Gate	James S. A. Corey	2025-05-19	2025-05-19	no read audiobook in export; finish date missing/different	title/author	Abaddon's Gate	Read	Book		430976	23959925	1549142194			original exact match retained		
Abaddon's Gate	James S. A. Corey	2025-05-19	2025-05-19	no read audiobook in export; finish date missing/different	title/author	Abaddon's Gate	Read	Book		430976	23959925	B00T6ODYMC			original exact match retained		
Cibola Burn	James S. A. Corey	2025-05-19	2025-05-19	no read audiobook in export; finish date missing/different	title/author	Cibola Burn	Read	Book		431006	30557817	B00K7PP15W			original exact match retained		
Nemesis Games	James S. A. Corey	2025-05-19	2025-05-19	no read audiobook in export; finish date missing/different	title/author	Nemesis Games	Read	Book		431010	30559887	B00Y1O1FYG			original exact match retained		
The Vital Abyss	James S. A. Corey	2025-05-19	2025-05-19	finish date missing/different	title/author	The Vital Abyss	Read	Audio		431012	30400891	B016MXFWII			original exact match retained		
The Vital Abyss	James S. A. Corey	2025-05-19	2025-05-19	finish date missing/different	title/author	The Vital Abyss	Read	Audio		431012	30400891	B016MXFWII			original exact match retained		
Babylon's Ashes	James S. A. Corey	2025-05-19	2025-05-19	no read audiobook in export; finish date missing/different	title/author	Babylon's Ashes	Read	Book		430940	1488067	B01D53NPLO			original exact match retained		
Strange Dogs	James S. A. Corey	2025-05-19	2025-05-19	no read audiobook in export; finish date missing/different	title/author	Strange Dogs	Read	Book		431017	30400895	B073X5V27J			original exact match retained		
Strange Dogs	James S. A. Corey	2025-05-19	2025-05-19	no read audiobook in export; finish date missing/different	title/author	Strange Dogs	Read	Book		431017	30400895	B073X5V27J			original exact match retained		
Persepolis Rising	James S. A. Corey	2025-05-19	2025-05-19	no read audiobook in export; finish date missing/different	title/author	Persepolis Rising	Read	Book		430938	30444881	B074XM52YQ	9781501965630		original exact match retained		
Auberon	James S. A. Corey	2025-05-19	2025-05-19	no read audiobook in export; finish date missing/different	title/author	Auberon	Read	Ebook		430999	30448357	1549170090			original exact match retained		
Tiamat's Wrath	James S. A. Corey	2025-05-19	2025-05-19	no read audiobook in export; finish date missing/different	title/author	Tiamat's Wrath	Read	Book	2025-12-15	430977	14025078	1980006520	9781980006527		original exact match retained		
Tiamat's Wrath	James S. A. Corey	2025-05-19	2025-05-19	no read audiobook in export; finish date missing/different	title/author	Tiamat's Wrath	Read	Book	2025-12-15	430977	14025078	1980006520			original exact match retained		
Leviathan Falls	James S.A. Corey	2025-05-19	2025-05-19	not marked read; no read audiobook in export; finish date missing/different	identifier	The Extinction Trials	Want to Read	Audio		507206	32096578	1980035962	9781980035961		original exact match retained		
Our Wives Under the Sea	Julia Armfield	2025-05-19	2025-05-19	no read audiobook in export; finish date missing/different	title/author	Our Wives Under the Sea	Read	Book	2025-01-25	473719	30394770	B09VTK47Q2	9781529017236		original exact match retained		
Moon Called	Patricia Briggs	2025-05-19	2025-05-19	finish date missing/different	title/author	Moon Called	Read	Audio		300524	21830706	B002V5GNJ4			original exact match retained		
Blood Bound	Patricia Briggs	2025-05-19	2025-05-19	no read audiobook in export; finish date missing/different	title/author	Blood Bound	Read	Ebook		244394	30536920	B002V1AG7S			original exact match retained		
Iron Kissed	Patricia Briggs	2025-05-19	2025-05-19	no read audiobook in export; finish date missing/different	title/author	Iron Kissed	Read	Book		476895	5319772	B002V8MOTY			original exact match retained		
Bone Crossed	Patricia Briggs	2025-05-19	2025-05-19	no read audiobook in export; finish date missing/different	title/author	Bone Crossed	Read	Book		430125	28811959	B002V9Z4SQ			original exact match retained		
Silver Borne	Patricia Briggs	2025-05-19	2025-05-19	no read audiobook in export; finish date missing/different	title/author	Silver Borne	Read	Book		286218	30400509	B003C1UL94			original exact match retained		
River Marked	Patricia Briggs	2025-05-19	2025-05-19	no read audiobook in export; finish date missing/different	title/author	River Marked	Read	Book		459761	31320601	B004O416JW			original exact match retained		
Frost Burned	Patricia Briggs	2025-05-19	2025-05-19	no read audiobook in export; finish date missing/different	title/author	Frost Burned	Read	Book		473412	30400510	B00BL7ZMTK			original exact match retained		
Night Broken	Patricia Briggs	2025-05-19	2025-05-19	no read audiobook in export; finish date missing/different	title/author	Night Broken	Read	Book		430206	30536938	B00I2WV0WA			original exact match retained		
Fire Touched	Patricia Briggs	2025-05-19	2025-05-19	no read audiobook in export; finish date missing/different	title/author	Fire Touched	Read	Book		429935	5156151	B01BI1X19Q			original exact match retained		
Silence Fallen	Patricia Briggs	2025-05-19	2025-05-19	no read audiobook in export; finish date missing/different	title/author	Silence Fallen	Read	Ebook		429936	3263984	B01MYVARKX			original exact match retained		
Storm Cursed	Patricia Briggs	2025-05-19	2025-05-19	no read audiobook in export; finish date missing/different	title/author	Storm Cursed	Read	Ebook		430482	30412140	069819604X			original exact match retained		
Smoke Bitten	Patricia Briggs	2025-05-19	2025-05-19	no read audiobook in export; finish date missing/different	title/author	Smoke Bitten	Read	Book		430205	18762229	0593165764			original exact match retained		
Soul Taken	Patricia Briggs	2025-05-19	2025-05-19	not marked read; no read audiobook in export; finish date missing/different	title/author	Soul Taken	Want to Read	Book		502017	30458465	0593553675			original exact match retained		
Shifting Shadows	Patricia Briggs	2025-05-19	2025-05-19	not found in export								B00MPWQ4WY		Hunting Ground / Patricia Briggs [Read; Book; book 209586] | A Gathering of Shadows / V. E. Schwab, Michael Kramer (Narrator), Kate Reading (Narrator) [Read; Audio; book 358274] | Heir to the Shadows / Anne Bishop [Read; Book; book 446147]	not found in export after manual review	No corresponding work found after reviewing same-author titles, series and blank-author export entries; fuzzy candidates rejected.	
Accidental Duelist	Jamie Davis, C.J. Davis	2025-05-19	2025-05-19	not found in export								B07GJ582SN		Accidental Thief /  [Read; Book; book 770163] | The Accidental Bite /  [Want to Read; Book; book 2156040] | An Accident of Stars / Foz Meadows [Want to Read; Book; book 327438]	not found in export after manual review	No corresponding work found after reviewing same-author titles, series and blank-author export entries; fuzzy candidates rejected.	
Accidental Raider	Jamie Davis, C.J. Davis	2025-05-19	2025-05-19	not found in export								B07J5QB538		Accidental Thief /  [Read; Book; book 770163] | The Accidental Bite /  [Want to Read; Book; book 2156040] | An Accident of Stars / Foz Meadows [Want to Read; Book; book 327438]	not found in export after manual review	No corresponding work found after reviewing same-author titles, series and blank-author export entries; fuzzy candidates rejected.	
Accidental Dragoon	Jamie Davis, C.J. Davis	2025-05-19	2025-05-19	not found in export								B07MKPG9ZH		Accidental Thief /  [Read; Book; book 770163] | Lady Dragon / A.M.  Strickland [Want to Read; Book; book 735349] | A Dance with Dragons / George R.R. Martin [Read; Ebook; book 144636]	not found in export after manual review	No corresponding work found after reviewing same-author titles, series and blank-author export entries; fuzzy candidates rejected.	
Scamps & Scoundrels	Eric Ugland	2025-05-19	2025-05-19	no read audiobook in export; finish date missing/different	title/author	Scamps & Scoundrels	Read	Book		995041	31019792	1541435362	9781541435360		original exact match retained		
Second Story Man	Eric Ugland	2025-05-19	2025-05-19	no read audiobook in export; finish date missing/different	title/author	Second Story Man	Read	Ebook		638178	30616063	154143644X	9781541436442		original exact match retained		
Skull and Thrones	Eric Ugland	2025-05-19	2025-05-19	no read audiobook in export; finish date missing/different	title/author	Skull and Thrones	Read	Ebook		638177	30616062	1541436458	9781541436459		original exact match retained		
War of the Posers	Eric Ugland	2025-05-19	2025-05-19	no read audiobook in export; finish date missing/different	title/author	War of the Posers	Read	Ebook		638176	30616061	1705236545	9781705236543		original exact match retained		
Seas the Day	Eric Ugland	2025-05-19	2025-05-19	no read audiobook in export; finish date missing/different	title/author	Seas the Day	Read	Ebook		638110	30615994	1705236561	9781705236567		original exact match retained		
High Gloom	Eric Ugland	2025-05-19	2025-05-19	no read audiobook in export; finish date missing/different	title/author	High Gloom	Read	Ebook		638109	30615993	1705236588	9781705236581		original exact match retained		
Back to One	Eric Ugland	2025-05-19	2025-05-19	no read audiobook in export; finish date missing/different	title/author	Back to One	Read	Ebook		637883	30615752	B09PSVRV4J	9781666176247		original exact match retained		
Trick of the Night	Eric Ugland	2025-05-19	2025-05-19	no read audiobook in export; finish date missing/different	title/author	Trick Of The Night	Read	Ebook		637863	30615732	B09XJ79C11	9781666176261		original exact match retained		
2 Lies, 2 Thrones	Eric Ugland	2025-05-19	2025-05-19	no read audiobook in export; finish date missing/different	manual book-level pairing	2 Lies, 2 Thrones	Read	Book		1981771	31687310	B0D7XWC9YR			provisional pairing accepted	Inspected title, author where supplied, and series context; descriptive suffix or sparse export metadata.	1089
The Golem and the Jinni	Helene Wecker	2025-05-19	2025-05-19	no read audiobook in export; finish date missing/different	manual book-level pairing	The Golem and the Djinni	Read	Book		498604	31510651	B00BU8KV2S			paired manually	Jinni / Djinni spelling variant; same author.	370
The Hidden Palace	Helene Wecker	2025-05-19	2025-05-19	no read audiobook in export; finish date missing/different	title/author	The Hidden Palace	Read	Book		434198	18067279	0063097370			original exact match retained		
The Hidden Palace	Helene Wecker	2025-05-19	2025-05-19	no read audiobook in export; finish date missing/different	title/author	The Hidden Palace	Read	Book		434198	18067279	0063097370			original exact match retained		
An Ancient Peace	Tanya Huff	2025-05-19	2025-05-19	no read audiobook in export; finish date missing/different	title/author	An Ancient Peace	Read	Ebook		458741	31687447	B014RNF5FA			original exact match retained		
A Peace Divided	Tanya Huff	2025-05-19	2025-05-19	no read audiobook in export; finish date missing/different	title/author	A Peace Divided	Read	Ebook		458742	31687368	B0711YPX7G			original exact match retained		
The Privilege of Peace	Tanya Huff	2025-05-19	2025-05-19	no read audiobook in export; finish date missing/different	title/author	The Privilege of Peace	Read	Book		461341	30524748	B07DNH7DCM			original exact match retained		
Valor's Choice	Tanya Huff	2025-05-19	2025-05-19	no read audiobook in export; finish date missing/different	title/author	Valor's Choice	Read	Book		458189	30433099	B002V5GTAM	9781400179923		original exact match retained		
The Better Part of Valor	Tanya Huff	2025-05-19	2025-05-19	no read audiobook in export; finish date missing/different	title/author	The Better Part of Valor	Read	Book		457634	30433060	B002VACF4Q	9781400179916		original exact match retained		
