title	author	abs_finished	abs_started	issues	match	hardcover_title	status	media	hardcover_finished	book_id	edition_id	asin	isbn	candidates	review_decision	review_note	export_record_numbers
The Gladiator Gauntlet	Selkie Myth	2025-05-19	2025-05-19	no read audiobook in export; finish date missing/different	title/author	The Gladiator Gauntlet	Read	Ebook		638206	30616091	B0C673LP5N			original exact match retained		
Under Ashen Skies	Selkie Myth	2025-05-19	2025-05-19	no read audiobook in export; finish date missing/different	title/author	Under Ashen Skies	Read	Ebook		1182418	31207121	B0CP6T2DQP			original exact match retained		
Deadhouse Gates	Steven Erikson	2025-05-19	2025-05-19	no read audiobook in export; finish date missing/different	title/author	Deadhouse Gates	Read	Book		210733	17121546	B00BJ5YWLS			original exact match retained		
Memories of Ice	Steven Erikson	2025-05-19	2025-05-19	no read audiobook in export; finish date missing/different	title/author	Memories of Ice	Read	Book		133778	22499953	B00C295FWK			original exact match retained		
House of Chains	Steven Erikson	2025-05-19	2025-05-19	no read audiobook in export; finish date missing/different	title/author	House of Chains	Read	Book		130810	1528251	B00GUTGVEE			original exact match retained		
Midnight Tides	Steven Erikson	2025-05-19	2025-05-19	no read audiobook in export; finish date missing/different	title/author	Midnight Tides	Read	Book		289044	30426900	1473555167			original exact match retained		
The Bonehunters	Steven Erikson	2025-05-19	2025-05-19	no read audiobook in export; finish date missing/different	title/author	The Bonehunters	Read	Book		44100	1527364	B00J7XLAUK			original exact match retained		
Reaper's Gale	Steven Erikson	2025-05-19	2025-05-19	no read audiobook in export; finish date missing/different	title/author	Reaper's Gale	Read	Book		236602	30557812	B00M4LRBY6			original exact match retained		
Toll the Hounds	Steven Erikson	2025-05-19	2025-05-19	no read audiobook in export; finish date missing/different	title/author	Toll the Hounds	Read	Book		309316	31792755	B00UO410TW			original exact match retained		
The Crippled God	Steven Erikson	2025-05-19	2025-05-19	no read audiobook in export; finish date missing/different	title/author	The Crippled God	Read	Ebook		440991	30512982	B0118MSZCI			original exact match retained		
Sing the Four Quarters	Tanya Huff	2025-05-19	2025-05-19	no read audiobook in export; finish date missing/different	title/author	Sing the Four Quarters	Read	Book		457167	30424588	B0784XT5NY			original exact match retained		
Fifth Quarter	Tanya Huff	2025-05-19	2025-05-19	no read audiobook in export; finish date missing/different	manual book-level pairing	Fifth Quarter	Read	Book		457209	30433189	B0778YPXSV			provisional pairing accepted	Inspected title, author where supplied, and series context; descriptive suffix or sparse export metadata.	837
No Quarter	Tanya Huff	2025-05-19	2025-05-19	no read audiobook in export; finish date missing/different	title/author	No Quarter	Read	Book		2026454	30433195	B078NHK2CT			original exact match retained		
The Quartered Sea	Tanya Huff	2025-05-19	2025-05-19	no read audiobook in export; finish date missing/different	title/author	The Quartered Sea	Read	Book		457216	30433193	B079J4Z328			original exact match retained		
Metal from Heaven	August Clarke	2025-05-20	2025-05-18	no read audiobook in export	manual book-level pairing	Metal from Heaven	Read	Book	2025-05-20	1250823	32164700	B0DJRM6DPZ			provisional pairing accepted	Inspected title, author where supplied, and series context; descriptive suffix or sparse export metadata.	2110
A Blade So Black	L.L. McKinney	2025-05-20	2025-05-20	no read audiobook in export	title/author	A Blade So Black	Read	Book	2025-05-20	448891	7282278	1250207304			original exact match retained		
A Darker Shade of Magic	V. E. Schwab	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	A Darker Shade of Magic	Read	Ebook		374090	30399523	B00VVZPEX6			original exact match retained		
Artificial Condition	Martha Wells	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Artificial Condition	Read	Book	2025-06-07	427537	7638727	B07BFDDWXN	9781501977831		original exact match retained		
Artificial Condition (Dramatized Adaptation)	Martha Wells	2025-05-22	2025-05-22	no read audiobook in export; edition scope needs review; finish date missing/different	manual book-level pairing	Artificial Condition	Read	Book	2025-06-07	427537	7638727	B0CK9HTFG5			paired manually	Same underlying work; dramatized edition is not established by this pairing.	37
Ink & Sigil	Kevin Hearne	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Ink & Sigil	Read	Book		430140	31515688	0593213882	9780593213889		original exact match retained		
Paper & Blood	Kevin Hearne	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Paper & Blood	Read	Book		430141	27174476	0593214919	9780593214916		original exact match retained		
Candle & Crow	Kevin Hearne	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Candle & Crow	Read	Book		1254793	31461371	B0CTNGWFB9			original exact match retained		
Electric Angel: A Cyberpunk LitRPG	Plum Parrot	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	manual book-level pairing	Electric Angel	Read	Ebook		1603697	31677238	B0CBNFGWT2			provisional pairing accepted	Inspected title, author where supplied, and series context; descriptive suffix or sparse export metadata.	846
Ghost Chrysalis: A Dystopian Sci-Fi Adventure	Plum Parrot	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Ghost Chrysalis: A Dystopian Sci-Fi Adventure	Read	Book		1612310	31687333	B0CJ5V8JMM			original exact match retained		
Fortune's Envoy: A Dystopian Sci-Fi Adventure	Plum Parrot	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Fortune's Envoy: A Dystopian Sci-Fi Adventure	Read	Ebook		1612362	31687406	B0CPKT8GBD			original exact match retained		
Jovian Reverie	Plum Parrot	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	manual book-level pairing	Jovian Reverie: A Dystopian Sci-Fi Adventure	Read	Book		1612275	31687284	B0CZPL4VRQ			provisional pairing accepted	Inspected title, author where supplied, and series context; descriptive suffix or sparse export metadata.	1108
By a Silver Thread	Rachel Aaron	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	By a Silver Thread	Read	Book		1096992	31121017	B0C448L77M			original exact match retained		
With a Golden Sword	Rachel Aaron	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	With a Golden Sword	Read	Book		1254290	31279351	B0CJSKZ24L			original exact match retained		
To the Bloody End	Rachel Aaron	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	To the Bloody End	Read	Book		1254823	31279882	B0CT4B23YL			original exact match retained		
The Sins on Their Bones	Laura R. Samotin	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	manual book-level pairing	The Sins on Their Bones	Read	Book	2024-11-23	1086190	31687459	B0CKS19LMM			provisional pairing accepted	Inspected title, author where supplied, and series context; descriptive suffix or sparse export metadata.	1285
Mandate of Heaven	Selkie Myth	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Mandate of Heaven	Read	Ebook		1131906	31319314	B0D48HJ8DC			original exact match retained		
Curious Beginnings	V.A. Lewis	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Curious Beginnings	Read	Ebook		638163	30616048	1039402895			original exact match retained		
A Demon's Pride: A LitRPG Adventure	V.A. Lewis	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	manual book-level pairing	A Demon's Pride	Read	Ebook		637746	30615615	B09K4P7RR4			provisional pairing accepted	Inspected title, author where supplied, and series context; descriptive suffix or sparse export metadata.	2627
The Plaguelands	V.A. Lewis	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	The Plaguelands	Read	Ebook		932977	30958101	B09QD834XT			original exact match retained		
Primeval Knowledge	V.A. Lewis	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Primeval Knowledge	Read	Ebook		932973	30958099	B0B69PVSKK			original exact match retained		
Corruption and Centinels	V.A. Lewis	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Corruption and Centinels	Read	Ebook		932974	30958098	B0BBWHPDSP	9781039414662		original exact match retained		
Grand Skill	V.A. Lewis	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Grand Skill	Read	Ebook		932975	30958097	B0C4QXTFCB	9781039427488		original exact match retained		
Wretched Insect: A LitRPG Adventure	V.A. Lewis	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	manual book-level pairing	Wretched Insect	Read	Ebook		933069	30958193	B0CCYZ6SY6			provisional pairing accepted	Inspected title, author where supplied, and series context; descriptive suffix or sparse export metadata.	2623
The Treasures of Alexander: A LitRPG Adventure	V.A. Lewis	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	manual book-level pairing	The Treasures of Alexander	Read	Ebook		933068	30958192	B0CJ3X78WQ			provisional pairing accepted	Inspected title, author where supplied, and series context; descriptive suffix or sparse export metadata.	2622
Hellprinces: A LitRPG Adventure	V.A. Lewis	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	manual book-level pairing	Hellprinces	Read	Ebook		1459839	31503074	B0CLDB9854			provisional pairing accepted	Inspected title, author where supplied, and series context; descriptive suffix or sparse export metadata.	2621
To Play with Magic	Draith	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	manual book-level pairing	To Play With Magic: A Mage Litrpg Adventure	Read	Ebook		1103492	31127508	B0CB728QS6			provisional pairing accepted	Inspected title, author where supplied, and series context; descriptive suffix or sparse export metadata.	993
Fleabag: A Monster Evolution LitRPG	SomeoneToForget	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Fleabag: A Monster Evolution LitRPG	Read	Book		1173884	31198351	B0CJK2Y3QF			original exact match retained		
Mistrunner: A Cyberpunk LitRPG	Nicholas Searcy	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Mistrunner: A Cyberpunk LitRPG	Read	Book		1612375	31687420	B0CGF5NL4G			original exact match retained		
Discount Armageddon	Seanan McGuire	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Discount Armageddon	Read	Book		439121	30742851	B00A4FS7YM			original exact match retained		
Midnight Blue-Light Special	Seanan McGuire	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Midnight Blue-Light Special	Read	Ebook		468233	30447740	B00BFF3GS2			original exact match retained		
Half-Off Ragnarok	Seanan McGuire	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Half-Off Ragnarok	Read	Book		458732	30386067	B00K1ENZPC			original exact match retained		
Pocket Apocalypse	Seanan McGuire	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Pocket Apocalypse	Read	Book		340848	21363964	B00TFV51JU			original exact match retained		
Chaos Choreography	Seanan McGuire	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Chaos Choreography	Read	Book		459495	30385945	B01AO691QI			original exact match retained		
Magic for Nothing	Seanan McGuire	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Magic for Nothing	Read	Ebook		461498	30448030	B06XKL2HHS			original exact match retained		
Tricks for Free	Seanan McGuire	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Tricks for Free	Read	Ebook		461252	30385924	B079YWPXQK			original exact match retained		
That Ain't Witchcraft	Seanan McGuire	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	That Ain't Witchcraft	Read	Ebook		476790	30411565	B07P7WV9HW			original exact match retained		
Imaginary Numbers	Seanan McGuire	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Imaginary Numbers	Read	Book		459504	30385939	B0853F753S			original exact match retained		
Calculated Risks	Seanan McGuire	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Calculated Risks	Read	Book		13688	1730076	B08XVM9PG7			original exact match retained		
Spelunking Through Hell	Seanan McGuire	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Spelunking Through Hell	Read	Book		476217	30397586	B09T7783R1			original exact match retained		
